2026-01-24 20:27:13,Nitro Tap,7.10 oz,POUR
2026-01-24 20:33:13,Wisco Tap,12.51 oz,POUR
2026-01-24 20:38:23,Wisco Tap,12.51 oz,POUR
2026-01-24 20:43:28,Wisco Tap,12.51 oz,POUR
2026-01-24 20:49:25,Wisco Tap,12.51 oz,POUR
2026-01-24 20:55:50,Wisco Tap,12.85 oz,POUR
2026-01-24 21:04:57,Wisco Tap,13.19 oz,POUR
2026-01-24 21:13:45,Wisco Tap,12.85 oz,POUR
2026-01-24 21:18:46,Wisco Tap,12.85 oz,POUR
2026-01-24 21:27:31,Wisco Tap,12.51 oz,POUR
2026-01-24 21:34:36,Wisco Tap,12.17 oz,POUR
2026-01-24 21:37:15,Nitro Tap,10.89 oz,POUR
2026-01-24 21:40:05,Wisco Tap,12.17 oz,POUR
2026-01-24 21:50:48,Nitro Tap,9.54 oz,POUR
2026-01-24 21:56:35,Wisco Tap,21.31 oz,POUR
2026-01-24 21:59:14,Nitro Tap,8.52 oz,POUR
2026-01-24 22:03:17,Wisco Tap,21.98 oz,POUR
2026-01-24 22:13:47,Wisco Tap,21.31 oz,POUR
2026-01-24 22:19:18,Wisco Tap,20.97 oz,POUR
2026-01-24 22:30:38,Wisco Tap,20.63 oz,POUR
2026-01-24 22:43:25,Wisco Tap,20.63 oz,POUR
2026-01-24 22:48:35,Wisco Tap,20.63 oz,POUR
2026-01-24 23:09:52,Wisco Tap,13.19 oz,POUR
2026-01-24 23:21:14,Wisco Tap,12.51 oz,POUR
2026-01-24 23:26:15,Wisco Tap,12.51 oz,POUR
2026-01-24 23:36:02,Wisco Tap,12.17 oz,POUR
2026-01-24 23:41:08,Wisco Tap,12.17 oz,POUR
2026-01-24 23:41:47,Nitro Tap,9.30 oz,POUR
2026-01-24 23:46:25,Wisco Tap,12.17 oz,POUR
2026-01-24 23:51:26,Wisco Tap,12.17 oz,POUR
2026-01-24 23:56:40,Wisco Tap,12.17 oz,POUR
2026-01-25 00:02:10,Wisco Tap,12.17 oz,POUR
2026-01-25 00:15:11,Wisco Tap,12.51 oz,POUR
2026-01-25 00:20:12,Wisco Tap,12.51 oz,POUR
2026-01-25 00:26:04,Wisco Tap,12.51 oz,POUR
2026-01-25 00:31:12,Wisco Tap,12.51 oz,POUR
2026-01-25 00:36:12,Wisco Tap,12.51 oz,POUR
2026-01-25 00:41:13,Wisco Tap,12.51 oz,POUR
2026-01-25 00:47:39,Wisco Tap,12.51 oz,POUR
2026-01-25 01:00:05,Wisco Tap,12.17 oz,POUR
2026-01-25 01:05:19,Wisco Tap,12.17 oz,POUR
2026-01-25 01:10:20,Wisco Tap,12.17 oz,POUR
2026-01-25 01:12:36,Nitro Tap,11.23 oz,POUR
2026-01-25 01:15:21,Wisco Tap,12.17 oz,POUR
2026-01-25 01:20:22,Wisco Tap,12.17 oz,POUR
2026-01-25 01:25:50,Wisco Tap,12.17 oz,POUR
2026-01-25 01:30:23,Nitro Tap,9.87 oz,POUR
2026-01-25 01:32:58,Wisco Tap,12.17 oz,POUR
2026-01-25 01:37:34,Nitro Tap,9.20 oz,POUR
2026-01-25 01:39:11,Wisco Tap,12.17 oz,POUR
2026-01-25 01:53:03,Wisco Tap,11.84 oz,POUR
2026-01-25 01:58:21,Wisco Tap,11.84 oz,POUR
2026-01-25 02:05:22,Wisco Tap,11.50 oz,POUR
2026-01-25 02:11:25,Wisco Tap,11.50 oz,POUR
2026-01-25 02:17:51,Wisco Tap,11.16 oz,POUR
2026-01-25 02:23:23,Wisco Tap,11.16 oz,POUR
2026-01-25 02:28:50,Wisco Tap,11.16 oz,POUR
2026-01-25 02:33:52,Wisco Tap,11.16 oz,POUR
2026-01-25 02:39:03,Wisco Tap,11.16 oz,POUR
2026-01-25 02:44:32,Wisco Tap,11.16 oz,POUR
2026-01-25 02:49:38,Wisco Tap,11.16 oz,POUR
2026-01-25 02:54:50,Wisco Tap,11.16 oz,POUR
2026-01-25 03:01:54,Wisco Tap,10.82 oz,POUR
2026-01-25 03:07:26,Wisco Tap,10.82 oz,POUR
2026-01-25 03:13:26,Wisco Tap,10.82 oz,POUR
2026-01-25 03:14:53,Nitro Tap,12.07 oz,POUR
2026-01-25 03:18:42,Wisco Tap,10.82 oz,POUR
2026-01-25 03:20:09,Nitro Tap,12.07 oz,POUR
2026-01-25 03:23:56,Wisco Tap,10.82 oz,POUR
2026-01-25 03:28:58,Wisco Tap,10.82 oz,POUR
2026-01-25 03:34:06,Nitro Tap,10.38 oz,POUR
2026-01-25 03:34:17,Wisco Tap,10.82 oz,POUR
2026-01-25 03:39:17,Wisco Tap,10.82 oz,POUR
2026-01-25 03:41:11,Nitro Tap,9.71 oz,POUR
2026-01-25 03:44:32,Wisco Tap,10.82 oz,POUR
2026-01-25 03:49:44,Wisco Tap,10.82 oz,POUR
2026-01-25 03:56:29,Wisco Tap,10.48 oz,POUR
2026-01-25 04:01:54,Wisco Tap,10.48 oz,POUR
2026-01-25 04:06:54,Wisco Tap,10.48 oz,POUR
2026-01-25 04:12:19,Wisco Tap,10.48 oz,POUR
2026-01-25 04:17:35,Wisco Tap,10.48 oz,POUR
2026-01-25 04:22:44,Wisco Tap,10.48 oz,POUR
2026-01-25 04:29:37,Wisco Tap,10.48 oz,POUR
2026-01-25 04:34:46,Wisco Tap,10.48 oz,POUR
2026-01-25 04:43:23,Wisco Tap,10.82 oz,POUR
2026-01-25 04:51:49,Wisco Tap,11.16 oz,POUR
2026-01-25 05:00:13,Wisco Tap,11.50 oz,POUR
2026-01-25 05:05:48,Wisco Tap,11.50 oz,POUR
2026-01-25 05:33:48,Wisco Tap,21.64 oz,POUR
2026-01-25 05:35:23,Nitro Tap,9.06 oz,POUR
2026-01-25 05:41:23,Nitro Tap,8.39 oz,POUR
2026-01-25 05:43:05,Wisco Tap,21.31 oz,POUR
2026-01-25 05:48:23,Wisco Tap,21.31 oz,POUR
2026-01-25 05:54:49,Wisco Tap,21.31 oz,POUR
2026-01-25 06:00:10,Wisco Tap,20.97 oz,POUR
2026-01-25 06:06:26,Wisco Tap,20.97 oz,POUR
2026-01-25 06:12:20,Wisco Tap,20.63 oz,POUR
2026-01-25 06:17:45,Wisco Tap,20.29 oz,POUR
2026-01-25 06:24:08,Wisco Tap,19.95 oz,POUR
2026-01-25 06:42:12,Wisco Tap,12.17 oz,POUR
2026-01-25 06:52:25,Wisco Tap,12.51 oz,POUR
2026-01-25 06:58:23,Wisco Tap,12.85 oz,POUR
2026-01-25 07:03:37,Wisco Tap,12.85 oz,POUR
2026-01-25 07:09:06,Wisco Tap,12.85 oz,POUR
2026-01-25 07:11:41,Nitro Tap,11.90 oz,POUR
2026-01-25 07:16:44,Wisco Tap,12.51 oz,POUR
2026-01-25 07:21:54,Wisco Tap,12.51 oz,POUR
2026-01-25 07:27:14,Wisco Tap,12.51 oz,POUR
2026-01-25 07:29:09,Nitro Tap,9.87 oz,POUR
2026-01-25 07:32:20,Wisco Tap,12.51 oz,POUR
2026-01-25 07:40:12,Wisco Tap,12.85 oz,POUR
2026-01-25 07:50:17,Wisco Tap,13.53 oz,POUR
2026-01-25 08:00:32,Wisco Tap,14.20 oz,POUR
2026-01-25 08:10:14,Wisco Tap,14.88 oz,POUR
2026-01-25 08:15:14,Wisco Tap,15.22 oz,POUR
2026-01-25 08:21:00,Wisco Tap,15.56 oz,POUR
2026-01-25 08:29:00,Wisco Tap,15.89 oz,POUR
2026-01-25 08:35:40,Wisco Tap,16.23 oz,POUR
2026-01-25 08:42:27,Wisco Tap,16.57 oz,POUR
2026-01-25 08:48:52,Wisco Tap,16.57 oz,POUR
2026-01-25 08:55:31,Wisco Tap,16.91 oz,POUR
2026-01-25 09:00:39,Wisco Tap,16.91 oz,POUR
2026-01-25 09:08:10,Nitro Tap,12.31 oz,POUR
2026-01-25 09:09:24,Wisco Tap,16.57 oz,POUR
2026-01-25 09:15:11,Wisco Tap,16.57 oz,POUR
2026-01-25 09:21:31,Wisco Tap,16.57 oz,POUR
2026-01-25 09:27:00,Wisco Tap,16.57 oz,POUR
2026-01-25 09:32:00,Wisco Tap,16.57 oz,POUR
2026-01-25 09:43:52,Wisco Tap,16.91 oz,POUR
2026-01-25 09:49:32,Wisco Tap,16.57 oz,POUR
2026-01-25 09:54:32,Wisco Tap,16.57 oz,POUR
2026-01-25 09:59:53,Wisco Tap,16.23 oz,POUR
2026-01-25 10:05:07,Wisco Tap,16.23 oz,POUR
2026-01-25 10:10:32,Wisco Tap,15.89 oz,POUR
2026-01-25 10:16:22,Wisco Tap,15.56 oz,POUR
2026-01-25 10:24:29,Wisco Tap,15.22 oz,POUR
2026-01-25 10:43:06,Wisco Tap,14.88 oz,POUR
2026-01-25 10:51:56,Wisco Tap,14.54 oz,POUR
2026-01-25 11:11:06,Wisco Tap,23.67 oz,POUR
2026-01-25 11:16:15,Wisco Tap,24.01 oz,POUR
2026-01-25 11:22:34,Wisco Tap,23.67 oz,POUR
2026-01-25 11:27:52,Wisco Tap,23.33 oz,POUR
2026-01-25 11:28:04,Nitro Tap,10.96 oz,POUR
2026-01-25 11:43:18,Wisco Tap,23.67 oz,POUR
2026-01-25 11:48:19,Wisco Tap,23.67 oz,POUR
2026-01-25 12:03:32,Wisco Tap,24.35 oz,POUR
2026-01-25 12:10:22,Wisco Tap,24.69 oz,POUR
2026-01-25 12:16:15,Wisco Tap,24.69 oz,POUR
2026-01-25 12:36:37,Wisco Tap,16.23 oz,POUR
2026-01-25 12:45:53,Wisco Tap,16.23 oz,POUR
2026-01-25 12:52:18,Wisco Tap,16.23 oz,POUR
2026-01-25 13:00:11,Wisco Tap,16.57 oz,POUR
2026-01-25 13:04:42,Nitro Tap,12.34 oz,POUR
2026-01-25 13:07:30,Wisco Tap,16.57 oz,POUR
2026-01-25 13:12:34,Wisco Tap,16.57 oz,POUR
2026-01-25 13:16:59,Nitro Tap,8.96 oz,POUR
2026-01-25 13:21:36,Wisco Tap,16.23 oz,POUR
2026-01-25 13:26:54,Wisco Tap,16.23 oz,POUR
2026-01-25 13:28:22,Nitro Tap,7.27 oz,POUR
2026-01-25 13:33:30,Wisco Tap,16.23 oz,POUR
2026-01-25 13:40:22,Wisco Tap,16.23 oz,POUR
2026-01-25 13:46:07,Wisco Tap,16.57 oz,POUR
2026-01-25 13:53:12,Wisco Tap,16.91 oz,POUR
2026-01-25 13:59:50,Wisco Tap,16.57 oz,POUR
2026-01-25 14:04:51,Wisco Tap,16.57 oz,POUR
2026-01-25 14:09:54,Wisco Tap,16.57 oz,POUR
2026-01-25 14:17:51,Wisco Tap,16.23 oz,POUR
2026-01-25 14:22:59,Wisco Tap,16.23 oz,POUR
2026-01-25 14:32:12,Wisco Tap,15.89 oz,POUR
2026-01-25 14:37:22,Wisco Tap,15.89 oz,POUR
2026-01-25 14:42:22,Wisco Tap,15.89 oz,POUR
2026-01-25 14:48:48,Wisco Tap,16.23 oz,POUR
2026-01-25 14:53:52,Wisco Tap,16.23 oz,POUR
2026-01-25 14:55:53,Nitro Tap,10.48 oz,POUR
2026-01-25 14:59:02,Wisco Tap,15.89 oz,POUR
2026-01-25 15:01:51,Nitro Tap,9.81 oz,POUR
2026-01-25 15:04:18,Wisco Tap,15.56 oz,POUR
2026-01-25 15:10:45,Wisco Tap,14.88 oz,POUR
2026-01-25 15:17:07,Wisco Tap,14.54 oz,POUR
2026-01-25 15:23:20,Wisco Tap,14.54 oz,POUR
2026-01-25 15:28:23,Wisco Tap,14.20 oz,POUR
2026-01-25 15:33:54,Wisco Tap,14.20 oz,POUR
2026-01-25 15:44:18,Wisco Tap,14.54 oz,POUR
2026-01-25 15:49:24,Wisco Tap,14.54 oz,POUR
2026-01-25 15:54:33,Wisco Tap,14.54 oz,POUR
2026-01-25 16:00:24,Wisco Tap,14.20 oz,POUR
2026-01-25 16:05:55,Wisco Tap,14.20 oz,POUR
2026-01-25 16:10:58,Wisco Tap,14.20 oz,POUR
2026-01-25 16:19:22,Wisco Tap,13.87 oz,POUR
2026-01-25 16:24:32,Wisco Tap,13.87 oz,POUR
2026-01-25 16:35:15,Nitro Tap,12.31 oz,POUR
2026-01-25 16:43:48,Wisco Tap,23.33 oz,POUR
2026-01-25 16:48:32,Nitro Tap,8.93 oz,POUR
2026-01-25 16:49:07,Wisco Tap,23.33 oz,POUR
2026-01-25 16:54:07,Wisco Tap,23.00 oz,POUR
2026-01-25 16:55:41,Nitro Tap,7.91 oz,POUR
2026-01-25 17:00:19,Wisco Tap,22.66 oz,POUR
2026-01-25 17:05:26,Wisco Tap,22.32 oz,POUR
2026-01-25 17:10:41,Wisco Tap,22.32 oz,POUR
2026-01-25 17:16:51,Wisco Tap,22.66 oz,POUR
2026-01-25 17:22:07,Wisco Tap,23.00 oz,POUR
2026-01-25 17:27:20,Wisco Tap,23.00 oz,POUR
2026-01-25 17:33:10,Wisco Tap,23.00 oz,POUR
2026-01-25 17:38:53,Wisco Tap,22.66 oz,POUR
2026-01-25 17:44:07,Wisco Tap,22.66 oz,POUR
2026-01-25 17:57:54,Wisco Tap,15.56 oz,POUR
2026-01-25 18:03:19,Wisco Tap,15.22 oz,POUR
2026-01-25 18:09:31,Wisco Tap,14.88 oz,POUR
2026-01-25 18:14:32,Wisco Tap,14.88 oz,POUR
2026-01-25 18:21:08,Wisco Tap,14.54 oz,POUR
2026-01-25 18:32:28,Wisco Tap,15.56 oz,POUR
2026-01-25 18:34:18,Nitro Tap,9.64 oz,POUR
2026-01-25 18:40:46,Wisco Tap,15.89 oz,POUR
2026-01-25 18:46:04,Wisco Tap,15.89 oz,POUR
2026-01-25 18:51:09,Wisco Tap,15.89 oz,POUR
2026-01-25 18:56:18,Wisco Tap,15.89 oz,POUR
2026-01-25 19:06:41,Wisco Tap,15.56 oz,POUR
2026-01-25 19:12:30,Wisco Tap,15.56 oz,POUR
2026-01-25 19:19:20,Wisco Tap,15.22 oz,POUR
2026-01-25 19:24:50,Wisco Tap,15.22 oz,POUR
2026-01-25 19:30:17,Wisco Tap,15.22 oz,POUR
2026-01-25 19:36:52,Wisco Tap,15.56 oz,POUR
2026-01-25 19:44:48,Wisco Tap,15.89 oz,POUR
2026-01-25 19:49:52,Wisco Tap,15.89 oz,POUR
2026-01-25 19:57:35,Wisco Tap,15.56 oz,POUR
2026-01-25 20:02:35,Wisco Tap,15.56 oz,POUR
2026-01-25 20:07:36,Wisco Tap,15.56 oz,POUR
2026-01-25 20:12:49,Wisco Tap,15.56 oz,POUR
2026-01-25 20:18:01,Wisco Tap,15.22 oz,POUR
2026-01-25 20:24:35,Wisco Tap,15.22 oz,POUR
2026-01-25 20:27:50,Nitro Tap,10.86 oz,POUR
2026-01-25 20:34:26,Nitro Tap,10.18 oz,POUR
2026-01-25 20:35:17,Wisco Tap,14.88 oz,POUR
2026-01-25 20:43:16,Wisco Tap,14.54 oz,POUR
2026-01-25 20:48:28,Wisco Tap,14.20 oz,POUR
2026-01-25 20:53:30,Wisco Tap,14.20 oz,POUR
2026-01-25 20:58:32,Wisco Tap,13.87 oz,POUR
2026-01-25 21:03:32,Wisco Tap,13.87 oz,POUR
2026-01-25 21:10:23,Wisco Tap,13.53 oz,POUR
2026-01-25 21:16:19,Wisco Tap,13.53 oz,POUR
2026-01-25 21:21:34,Wisco Tap,13.53 oz,POUR
2026-01-25 21:26:41,Wisco Tap,13.53 oz,POUR
2026-01-25 21:35:37,Wisco Tap,13.87 oz,POUR
2026-01-25 21:40:56,Wisco Tap,13.87 oz,POUR
2026-01-25 21:51:13,Wisco Tap,13.87 oz,POUR
2026-01-25 22:02:39,Wisco Tap,22.32 oz,POUR
2026-01-25 22:07:21,Nitro Tap,12.45 oz,POUR
2026-01-25 22:07:36,Wisco Tap,22.66 oz,POUR
2026-01-25 22:18:38,Wisco Tap,22.66 oz,POUR
2026-01-25 22:20:01,Nitro Tap,9.06 oz,POUR
2026-01-25 22:23:54,Wisco Tap,22.32 oz,POUR
2026-01-25 22:29:14,Wisco Tap,22.32 oz,POUR
2026-01-25 22:34:31,Wisco Tap,22.32 oz,POUR
2026-01-25 22:35:34,Nitro Tap,6.70 oz,POUR
2026-01-25 22:39:54,Wisco Tap,22.32 oz,POUR
2026-01-25 22:45:41,Wisco Tap,22.32 oz,POUR
2026-01-25 22:50:56,Wisco Tap,22.32 oz,POUR
2026-01-25 22:55:59,Wisco Tap,22.32 oz,POUR
2026-01-25 23:01:08,Wisco Tap,21.98 oz,POUR
2026-01-25 23:09:44,Wisco Tap,21.64 oz,POUR
2026-01-25 23:21:44,Wisco Tap,14.88 oz,POUR
2026-01-25 23:26:50,Wisco Tap,14.20 oz,POUR
2026-01-25 23:33:45,Wisco Tap,13.87 oz,POUR
2026-01-25 23:39:00,Wisco Tap,13.87 oz,POUR
2026-01-25 23:44:57,Wisco Tap,13.53 oz,POUR
2026-01-25 23:49:57,Wisco Tap,13.53 oz,POUR
2026-01-25 23:55:13,Wisco Tap,13.53 oz,POUR
2026-01-25 23:57:41,Nitro Tap,8.39 oz,POUR
2026-01-26 00:00:14,Wisco Tap,13.53 oz,POUR
2026-01-26 00:05:39,Wisco Tap,13.53 oz,POUR
2026-01-26 00:11:28,Wisco Tap,13.19 oz,POUR
2026-01-26 00:16:29,Wisco Tap,13.19 oz,POUR
2026-01-26 00:21:55,Wisco Tap,13.19 oz,POUR
2026-01-26 00:26:56,Wisco Tap,13.19 oz,POUR
2026-01-26 00:31:56,Wisco Tap,13.19 oz,POUR
2026-01-26 00:37:41,Wisco Tap,13.19 oz,POUR
2026-01-26 00:42:45,Wisco Tap,13.19 oz,POUR
2026-01-26 00:47:47,Wisco Tap,13.19 oz,POUR
2026-01-26 00:52:57,Wisco Tap,13.19 oz,POUR
2026-01-26 00:58:01,Wisco Tap,13.19 oz,POUR
2026-01-26 01:03:23,Wisco Tap,13.19 oz,POUR
2026-01-26 01:08:38,Wisco Tap,13.19 oz,POUR
2026-01-26 01:15:08,Wisco Tap,13.19 oz,POUR
2026-01-26 01:21:06,Wisco Tap,13.19 oz,POUR
2026-01-26 01:25:16,Nitro Tap,11.36 oz,POUR
2026-01-26 01:26:16,Wisco Tap,13.19 oz,POUR
2026-01-26 01:35:10,Wisco Tap,12.85 oz,POUR
2026-01-26 01:40:23,Wisco Tap,12.85 oz,POUR
2026-01-26 01:45:15,Nitro Tap,10.01 oz,POUR
2026-01-26 01:45:27,Wisco Tap,12.85 oz,POUR
2026-01-26 01:50:33,Wisco Tap,12.85 oz,POUR
2026-01-26 01:55:45,Wisco Tap,12.85 oz,POUR
2026-01-26 02:01:42,Wisco Tap,12.85 oz,POUR
2026-01-26 02:06:42,Wisco Tap,12.85 oz,POUR
2026-01-26 02:12:18,Wisco Tap,12.51 oz,POUR
2026-01-26 02:17:50,Wisco Tap,12.51 oz,POUR
2026-01-26 02:22:54,Wisco Tap,12.51 oz,POUR
2026-01-26 02:28:51,Wisco Tap,12.51 oz,POUR
2026-01-26 02:33:51,Wisco Tap,12.51 oz,POUR
2026-01-26 02:42:53,Wisco Tap,12.17 oz,POUR
2026-01-26 02:49:12,Wisco Tap,12.17 oz,POUR
2026-01-26 02:54:48,Wisco Tap,11.84 oz,POUR
2026-01-26 02:59:48,Wisco Tap,11.84 oz,POUR
2026-01-26 03:05:54,Wisco Tap,11.84 oz,POUR
2026-01-26 03:14:08,Wisco Tap,11.50 oz,POUR
2026-01-26 03:19:13,Wisco Tap,11.50 oz,POUR
2026-01-26 03:25:34,Wisco Tap,11.50 oz,POUR
2026-01-26 03:30:44,Wisco Tap,11.50 oz,POUR
2026-01-26 03:30:57,Nitro Tap,12.75 oz,POUR
2026-01-26 03:36:10,Wisco Tap,11.50 oz,POUR
2026-01-26 03:41:48,Wisco Tap,11.50 oz,POUR
2026-01-26 03:44:18,Nitro Tap,9.03 oz,POUR
2026-01-26 03:47:04,Wisco Tap,11.50 oz,POUR
2026-01-26 03:52:04,Wisco Tap,11.50 oz,POUR
2026-01-26 03:54:53,Nitro Tap,7.68 oz,POUR
2026-01-26 03:57:19,Wisco Tap,11.50 oz,POUR
2026-01-26 04:02:19,Wisco Tap,11.50 oz,POUR
2026-01-26 04:15:50,Wisco Tap,11.16 oz,POUR
