2026-01-13 13:12:42,Nitro Tap,10.3%,UPDATE
2026-01-13 13:13:08,Nitro Tap,10.2%,UPDATE
2026-01-13 13:13:19,Wisco Tap,55.1%,UPDATE
2026-01-13 13:13:58,Nitro Tap,10.1%,UPDATE
2026-01-13 13:15:58,Nitro Tap,11.84 pts,POUR
2026-01-13 13:26:57,Nitro Tap,10.0%,UPDATE
2026-01-13 13:29:31,Nitro Tap,10.1%,UPDATE
2026-01-13 13:32:32,Nitro Tap,10.2%,UPDATE
2026-01-13 13:33:33,Nitro Tap,10.3%,UPDATE
2026-01-13 13:34:00,Nitro Tap,10.4%,UPDATE
2026-01-13 13:41:01,Nitro Tap,10.5%,UPDATE
2026-01-13 13:45:56,Nitro Tap,10.6%,UPDATE
2026-01-13 13:48:33,Nitro Tap,10.7%,UPDATE
2026-01-13 13:53:02,Nitro Tap,10.8%,UPDATE
2026-01-13 13:54:58,Nitro Tap,10.9%,UPDATE
2026-01-13 13:57:13,Law Tap,30.0%,UPDATE
2026-01-13 13:59:03,Nitro Tap,11.0%,UPDATE
2026-01-13 14:02:38,Nitro Tap,11.1%,UPDATE
2026-01-13 14:05:52,Nitro Tap,11.2%,UPDATE
2026-01-13 14:09:03,Wisco Tap,55.0%,UPDATE
2026-01-13 14:09:27,Nitro Tap,11.3%,UPDATE
2026-01-13 14:13:37,Nitro Tap,11.4%,UPDATE
2026-01-13 14:17:28,Nitro Tap,11.5%,UPDATE
2026-01-13 14:20:52,Law Tap,30.1%,UPDATE
2026-01-13 14:21:09,Nitro Tap,11.6%,UPDATE
2026-01-13 14:25:40,Nitro Tap,11.7%,UPDATE
2026-01-13 14:31:52,Nitro Tap,11.8%,UPDATE
2026-01-13 14:38:00,Nitro Tap,11.9%,UPDATE
2026-01-13 14:45:45,Nitro Tap,11.8%,UPDATE
2026-01-13 14:45:52,Nitro Tap,11.7%,UPDATE
2026-01-13 14:46:01,Nitro Tap,11.6%,UPDATE
2026-01-13 14:46:12,Nitro Tap,11.5%,UPDATE
2026-01-13 14:46:30,Nitro Tap,11.4%,UPDATE
2026-01-13 14:46:47,Nitro Tap,11.3%,UPDATE
2026-01-13 14:47:50,Nitro Tap,11.2%,UPDATE
2026-01-13 14:48:15,Nitro Tap,11.1%,UPDATE
2026-01-13 14:49:00,Nitro Tap,11.0%,UPDATE
2026-01-13 14:50:05,Nitro Tap,10.9%,UPDATE
2026-01-13 14:51:03,Nitro Tap,10.8%,UPDATE
2026-01-13 14:53:14,Nitro Tap,10.7%,UPDATE
2026-01-13 14:54:41,Nitro Tap,10.6%,UPDATE
2026-01-13 14:55:42,Nitro Tap,10.5%,UPDATE
2026-01-13 14:56:37,Nitro Tap,10.4%,UPDATE
2026-01-13 14:57:24,Wisco Tap,55.1%,UPDATE
2026-01-13 14:59:28,Nitro Tap,10.1%,UPDATE
2026-01-13 15:09:56,Law Tap,30.2%,UPDATE
2026-01-13 15:11:59,Nitro Tap,10.0%,UPDATE
2026-01-13 15:13:02,Nitro Tap,10.1%,UPDATE
2026-01-13 15:15:05,Nitro Tap,10.2%,UPDATE
2026-01-13 15:17:22,Nitro Tap,10.3%,UPDATE
2026-01-13 15:19:32,Nitro Tap,10.4%,UPDATE
2026-01-13 15:21:22,Nitro Tap,10.5%,UPDATE
2026-01-13 15:27:23,Nitro Tap,10.6%,UPDATE
2026-01-13 15:32:34,Nitro Tap,10.7%,UPDATE
2026-01-13 15:34:08,Nitro Tap,10.7%,UPDATE
2026-01-13 15:34:32,Nitro Tap,10.8%,UPDATE
2026-01-13 15:38:06,Nitro Tap,10.9%,UPDATE
2026-01-13 15:42:07,Nitro Tap,11.0%,UPDATE
2026-01-13 15:43:36,Wisco Tap,55.2%,UPDATE
2026-01-13 15:45:05,Nitro Tap,11.1%,UPDATE
2026-01-13 15:48:52,Wisco Tap,55.3%,UPDATE
2026-01-13 15:49:06,Nitro Tap,11.2%,UPDATE
2026-01-13 15:52:24,Nitro Tap,11.3%,UPDATE
2026-01-13 15:56:57,Wisco Tap,55.2%,UPDATE
2026-01-13 15:57:28,Nitro Tap,11.4%,UPDATE
2026-01-13 16:00:44,Nitro Tap,11.5%,UPDATE
2026-01-13 16:06:28,Nitro Tap,11.6%,UPDATE
2026-01-13 16:08:33,Nitro Tap,11.7%,UPDATE
2026-01-13 16:14:34,Nitro Tap,11.8%,UPDATE
2026-01-13 16:19:30,Nitro Tap,11.9%,UPDATE
2026-01-13 16:20:51,Law Tap,30.3%,UPDATE
2026-01-13 16:29:08,Nitro Tap,11.8%,UPDATE
2026-01-13 16:29:15,Nitro Tap,11.7%,UPDATE
2026-01-13 16:29:30,Nitro Tap,11.6%,UPDATE
2026-01-13 16:30:04,Nitro Tap,11.5%,UPDATE
2026-01-13 16:30:15,Nitro Tap,11.4%,UPDATE
2026-01-13 16:30:40,Nitro Tap,11.3%,UPDATE
2026-01-13 16:31:30,Nitro Tap,11.2%,UPDATE
2026-01-13 16:32:02,Nitro Tap,11.1%,UPDATE
2026-01-13 16:32:37,Nitro Tap,11.0%,UPDATE
2026-01-13 16:33:37,Nitro Tap,10.9%,UPDATE
2026-01-13 16:36:01,Nitro Tap,10.8%,UPDATE
2026-01-13 16:37:09,Nitro Tap,10.7%,UPDATE
2026-01-13 16:38:55,Nitro Tap,10.6%,UPDATE
2026-01-13 16:39:37,Nitro Tap,10.5%,UPDATE
2026-01-13 16:41:26,Nitro Tap,10.4%,UPDATE
2026-01-13 16:42:15,Nitro Tap,10.3%,UPDATE
2026-01-13 16:43:05,Nitro Tap,10.2%,UPDATE
2026-01-13 16:43:43,Nitro Tap,10.1%,UPDATE
2026-01-13 16:44:34,Nitro Tap,10.0%,UPDATE
2026-01-13 16:46:02,Nitro Tap,12.21 pts,POUR
2026-01-13 16:48:32,Nitro Tap,10.1%,UPDATE
2026-01-13 16:48:43,Nitro Tap,10.2%,UPDATE
2026-01-13 16:50:20,Law Tap,30.2%,UPDATE
2026-01-13 16:50:44,Wisco Tap,55.1%,UPDATE
2026-01-13 16:50:46,Wisco Tap,55.0%,UPDATE
2026-01-13 16:50:56,Wisco Tap,54.9%,UPDATE
2026-01-13 16:51:06,Wisco Tap,54.8%,UPDATE
2026-01-13 16:51:17,Wisco Tap,54.7%,UPDATE
2026-01-13 16:51:23,Wisco Tap,54.6%,UPDATE
2026-01-13 16:51:50,Wisco Tap,54.5%,UPDATE
2026-01-13 16:52:24,Wisco Tap,54.4%,UPDATE
2026-01-13 16:53:21,Wisco Tap,54.3%,UPDATE
2026-01-13 16:53:41,Nitro Tap,10.3%,UPDATE
2026-01-13 16:53:53,Wisco Tap,54.2%,UPDATE
2026-01-13 16:54:20,Wisco Tap,54.1%,UPDATE
2026-01-13 16:54:36,Nitro Tap,10.4%,UPDATE
2026-01-13 16:54:56,Wisco Tap,54.0%,UPDATE
2026-01-13 16:55:09,Law Tap,30.1%,UPDATE
2026-01-13 16:55:42,Law Tap,30.0%,UPDATE
2026-01-13 16:56:43,Nitro Tap,10.5%,UPDATE
2026-01-13 16:57:20,Wisco Tap,53.9%,UPDATE
2026-01-13 16:57:34,Law Tap,29.9%,UPDATE
2026-01-13 16:58:24,Law Tap,29.8%,UPDATE
2026-01-13 17:00:45,Law Tap,2.84 pts,POUR
2026-01-13 17:01:59,Nitro Tap,10.6%,UPDATE
2026-01-13 17:03:33,Wisco Tap,53.8%,UPDATE
2026-01-13 17:05:25,Wisco Tap,8.79 pts,POUR
2026-01-13 17:06:38,Law Tap,29.7%,UPDATE
2026-01-13 17:07:38,Nitro Tap,10.7%,UPDATE
2026-01-13 17:10:59,Nitro Tap,10.8%,UPDATE
2026-01-13 17:15:05,Nitro Tap,10.9%,UPDATE
2026-01-13 17:18:06,Nitro Tap,11.0%,UPDATE
2026-01-13 17:19:34,Wisco Tap,53.9%,UPDATE
2026-01-13 17:23:02,Nitro Tap,11.1%,UPDATE
2026-01-13 17:26:15,Nitro Tap,11.2%,UPDATE
2026-01-13 17:30:00,Nitro Tap,11.3%,UPDATE
2026-01-13 17:34:06,Nitro Tap,11.4%,UPDATE
2026-01-13 17:39:17,Nitro Tap,11.5%,UPDATE
2026-01-13 17:45:00,Nitro Tap,11.6%,UPDATE
2026-01-13 17:50:09,Nitro Tap,11.7%,UPDATE
2026-01-13 17:56:41,Nitro Tap,11.6%,UPDATE
2026-01-13 17:56:59,Nitro Tap,11.5%,UPDATE
2026-01-13 17:57:14,Nitro Tap,11.4%,UPDATE
2026-01-13 17:58:16,Law Tap,29.6%,UPDATE
2026-01-13 17:59:17,Nitro Tap,11.3%,UPDATE
2026-01-13 17:59:21,Nitro Tap,11.2%,UPDATE
2026-01-13 17:59:48,Nitro Tap,11.1%,UPDATE
2026-01-13 18:00:20,Nitro Tap,11.0%,UPDATE
2026-01-13 18:00:54,Nitro Tap,10.9%,UPDATE
2026-01-13 18:03:13,Nitro Tap,10.8%,UPDATE
2026-01-13 18:06:47,Nitro Tap,10.7%,UPDATE
2026-01-13 18:07:08,Wisco Tap,54.0%,UPDATE
2026-01-13 18:07:20,Nitro Tap,10.6%,UPDATE
2026-01-13 18:07:26,Nitro Tap,10.5%,UPDATE
2026-01-13 18:09:07,Nitro Tap,10.4%,UPDATE
2026-01-13 18:09:49,Nitro Tap,10.3%,UPDATE
2026-01-13 18:10:14,Nitro Tap,10.2%,UPDATE
2026-01-13 18:11:03,Nitro Tap,9.64 pts,POUR
2026-01-13 18:13:09,Nitro Tap,10.1%,UPDATE
2026-01-13 18:15:02,Wisco Tap,54.1%,UPDATE
2026-01-13 18:24:29,Wisco Tap,54.2%,UPDATE
2026-01-13 18:24:50,Wisco Tap,54.3%,UPDATE
2026-01-13 18:25:04,Wisco Tap,54.4%,UPDATE
2026-01-13 18:25:16,Wisco Tap,54.5%,UPDATE
2026-01-13 18:25:38,Wisco Tap,54.6%,UPDATE
2026-01-13 18:26:39,Law Tap,29.7%,UPDATE
2026-01-13 18:26:53,Wisco Tap,54.7%,UPDATE
2026-01-13 18:27:05,Wisco Tap,54.8%,UPDATE
2026-01-13 18:27:46,Wisco Tap,54.9%,UPDATE
2026-01-13 18:28:00,Law Tap,29.8%,UPDATE
2026-01-13 18:28:24,Nitro Tap,10.2%,UPDATE
2026-01-13 18:29:29,Nitro Tap,10.3%,UPDATE
2026-01-13 18:29:41,Wisco Tap,55.0%,UPDATE
2026-01-13 18:30:07,Wisco Tap,55.1%,UPDATE
2026-01-13 18:30:21,Nitro Tap,10.4%,UPDATE
2026-01-13 18:31:34,Law Tap,29.9%,UPDATE
2026-01-13 18:33:43,Wisco Tap,55.2%,UPDATE
2026-01-13 18:36:28,Wisco Tap,55.3%,UPDATE
2026-01-13 18:36:50,Nitro Tap,10.5%,UPDATE
2026-01-13 18:38:41,Law Tap,30.0%,UPDATE
2026-01-13 18:41:22,Nitro Tap,10.6%,UPDATE
2026-01-13 18:43:57,Nitro Tap,10.7%,UPDATE
2026-01-13 18:46:59,Nitro Tap,10.8%,UPDATE
2026-01-13 18:50:26,Nitro Tap,10.9%,UPDATE
2026-01-13 18:53:26,Nitro Tap,11.0%,UPDATE
2026-01-13 18:56:59,Nitro Tap,11.1%,UPDATE
2026-01-13 19:01:04,Nitro Tap,11.2%,UPDATE
2026-01-13 19:05:36,Nitro Tap,11.3%,UPDATE
2026-01-13 19:08:01,Nitro Tap,11.4%,UPDATE
2026-01-13 19:11:43,Nitro Tap,11.5%,UPDATE
2026-01-13 19:15:03,Nitro Tap,11.6%,UPDATE
2026-01-13 19:19:26,Nitro Tap,11.7%,UPDATE
2026-01-13 19:19:50,Wisco Tap,55.2%,UPDATE
2026-01-13 19:23:46,Nitro Tap,11.8%,UPDATE
2026-01-13 19:29:19,Wisco Tap,55.1%,UPDATE
2026-01-13 19:29:32,Nitro Tap,11.9%,UPDATE
2026-01-13 19:38:18,Law Tap,30.1%,UPDATE
2026-01-13 19:41:18,Nitro Tap,11.8%,UPDATE
2026-01-13 19:41:29,Nitro Tap,11.7%,UPDATE
2026-01-13 19:41:37,Nitro Tap,11.6%,UPDATE
2026-01-13 19:41:51,Nitro Tap,11.5%,UPDATE
2026-01-13 19:42:09,Nitro Tap,11.4%,UPDATE
2026-01-13 19:42:27,Nitro Tap,11.3%,UPDATE
2026-01-13 19:43:15,Nitro Tap,11.2%,UPDATE
2026-01-13 19:43:47,Nitro Tap,11.1%,UPDATE
2026-01-13 19:44:13,Nitro Tap,11.0%,UPDATE
2026-01-13 19:45:03,Wisco Tap,55.0%,UPDATE
2026-01-13 19:45:17,Nitro Tap,10.9%,UPDATE
2026-01-13 19:46:17,Nitro Tap,10.8%,UPDATE
2026-01-13 19:49:07,Nitro Tap,10.7%,UPDATE
2026-01-13 19:50:17,Nitro Tap,10.6%,UPDATE
2026-01-13 19:51:15,Nitro Tap,10.5%,UPDATE
2026-01-13 19:51:48,Nitro Tap,10.4%,UPDATE
2026-01-13 19:52:44,Nitro Tap,10.3%,UPDATE
2026-01-13 19:53:42,Nitro Tap,10.2%,UPDATE
2026-01-13 19:54:17,Nitro Tap,10.1%,UPDATE
2026-01-13 19:58:17,Nitro Tap,11.33 pts,POUR
2026-01-13 20:07:18,Nitro Tap,10.0%,UPDATE
2026-01-13 20:09:18,Nitro Tap,10.1%,UPDATE
2026-01-13 20:13:00,Nitro Tap,10.2%,UPDATE
2026-01-13 20:14:26,Nitro Tap,10.3%,UPDATE
2026-01-13 20:16:26,Nitro Tap,10.4%,UPDATE
2026-01-13 20:20:18,Nitro Tap,10.5%,UPDATE
2026-01-13 20:24:39,Law Tap,30.2%,UPDATE
2026-01-13 20:25:51,Nitro Tap,10.6%,UPDATE
2026-01-13 20:28:53,Nitro Tap,10.7%,UPDATE
2026-01-13 20:31:20,Wisco Tap,55.1%,UPDATE
2026-01-13 20:32:29,Nitro Tap,10.8%,UPDATE
2026-01-13 20:35:52,Nitro Tap,10.9%,UPDATE
2026-01-13 20:38:52,Nitro Tap,11.0%,UPDATE
2026-01-13 20:41:55,Nitro Tap,11.1%,UPDATE
2026-01-13 20:46:23,Nitro Tap,11.2%,UPDATE
2026-01-13 20:50:36,Nitro Tap,11.3%,UPDATE
2026-01-13 20:53:36,Nitro Tap,11.4%,UPDATE
2026-01-13 20:57:56,Nitro Tap,11.5%,UPDATE
2026-01-13 21:00:21,Wisco Tap,55.0%,UPDATE
2026-01-13 21:01:53,Nitro Tap,11.6%,UPDATE
2026-01-13 21:06:04,Nitro Tap,11.7%,UPDATE
2026-01-13 21:13:38,Nitro Tap,11.8%,UPDATE
2026-01-13 21:18:33,Nitro Tap,11.9%,UPDATE
2026-01-13 21:24:21,Nitro Tap,11.8%,UPDATE
2026-01-13 21:24:31,Nitro Tap,11.7%,UPDATE
2026-01-13 21:24:43,Nitro Tap,11.6%,UPDATE
2026-01-13 21:24:56,Nitro Tap,11.5%,UPDATE
2026-01-13 21:25:14,Nitro Tap,11.4%,UPDATE
2026-01-13 21:25:30,Nitro Tap,11.3%,UPDATE
2026-01-13 21:26:06,Nitro Tap,11.2%,UPDATE
2026-01-13 21:26:20,Law Tap,30.3%,UPDATE
2026-01-13 21:26:39,Nitro Tap,11.1%,UPDATE
2026-01-13 21:27:24,Nitro Tap,11.0%,UPDATE
2026-01-13 21:28:25,Nitro Tap,10.9%,UPDATE
2026-01-13 21:29:25,Nitro Tap,10.8%,UPDATE
2026-01-13 21:30:53,Wisco Tap,55.1%,UPDATE
2026-01-13 21:31:33,Nitro Tap,10.7%,UPDATE
2026-01-13 21:33:07,Nitro Tap,10.6%,UPDATE
2026-01-13 21:35:06,Nitro Tap,10.5%,UPDATE
2026-01-13 21:35:54,Nitro Tap,10.4%,UPDATE
2026-01-13 21:36:34,Nitro Tap,10.3%,UPDATE
2026-01-13 21:37:48,Nitro Tap,10.2%,UPDATE
2026-01-13 21:41:21,Nitro Tap,10.1%,UPDATE
2026-01-13 21:42:02,Nitro Tap,10.2%,UPDATE
2026-01-13 21:42:45,Nitro Tap,10.1%,UPDATE
2026-01-13 21:44:20,Nitro Tap,10.2%,UPDATE
2026-01-13 21:45:11,Nitro Tap,10.3%,UPDATE
2026-01-13 21:45:43,Nitro Tap,10.4%,UPDATE
2026-01-13 21:47:41,Nitro Tap,10.5%,UPDATE
2026-01-13 21:51:15,Wisco Tap,55.2%,UPDATE
2026-01-13 21:51:50,Nitro Tap,10.6%,UPDATE
2026-01-13 21:56:43,Nitro Tap,7.61 pts,POUR
2026-01-13 21:57:42,Nitro Tap,10.7%,UPDATE
2026-01-13 22:01:57,Nitro Tap,10.8%,UPDATE
2026-01-13 22:06:18,Nitro Tap,10.9%,UPDATE
2026-01-13 22:10:30,Nitro Tap,11.0%,UPDATE
2026-01-13 22:14:59,Nitro Tap,11.1%,UPDATE
2026-01-13 22:19:48,Nitro Tap,11.2%,UPDATE
2026-01-13 22:24:13,Nitro Tap,11.3%,UPDATE
2026-01-13 22:29:13,Nitro Tap,11.4%,UPDATE
2026-01-13 22:32:48,Nitro Tap,11.5%,UPDATE
2026-01-13 22:38:31,Nitro Tap,11.6%,UPDATE
2026-01-13 22:39:52,Nitro Tap,11.6%,UPDATE
2026-01-13 22:41:50,Wisco Tap,55.1%,UPDATE
2026-01-13 22:42:02,Wisco Tap,55.0%,UPDATE
2026-01-13 22:42:09,Wisco Tap,54.9%,UPDATE
2026-01-13 22:42:24,Wisco Tap,54.8%,UPDATE
2026-01-13 22:42:40,Wisco Tap,54.7%,UPDATE
2026-01-13 22:43:03,Wisco Tap,54.6%,UPDATE
2026-01-13 22:43:22,Wisco Tap,54.5%,UPDATE
2026-01-13 22:44:10,Law Tap,29.9%,UPDATE
2026-01-13 22:44:28,Nitro Tap,11.7%,UPDATE
2026-01-13 22:44:38,Wisco Tap,54.4%,UPDATE
2026-01-13 22:45:03,Wisco Tap,54.3%,UPDATE
2026-01-13 22:45:55,Nitro Tap,11.6%,UPDATE
2026-01-13 22:46:06,Nitro Tap,11.5%,UPDATE
2026-01-13 22:46:26,Nitro Tap,11.4%,UPDATE
2026-01-13 22:46:58,Wisco Tap,54.2%,UPDATE
2026-01-13 22:47:08,Nitro Tap,11.3%,UPDATE
2026-01-13 22:47:22,Wisco Tap,54.1%,UPDATE
2026-01-13 22:47:33,Nitro Tap,11.2%,UPDATE
2026-01-13 22:48:08,Nitro Tap,11.1%,UPDATE
2026-01-13 22:49:08,Wisco Tap,54.0%,UPDATE
2026-01-13 22:49:22,Nitro Tap,11.0%,UPDATE
2026-01-13 22:50:02,Law Tap,29.8%,UPDATE
2026-01-13 22:50:37,Nitro Tap,10.9%,UPDATE
2026-01-13 22:51:15,Wisco Tap,53.9%,UPDATE
2026-01-13 22:52:24,Nitro Tap,10.8%,UPDATE
2026-01-13 22:53:00,Wisco Tap,7.91 pts,POUR
2026-01-13 22:54:23,Nitro Tap,10.7%,UPDATE
2026-01-13 22:55:19,Nitro Tap,10.6%,UPDATE
2026-01-13 22:56:15,Wisco Tap,53.8%,UPDATE
2026-01-13 22:57:54,Nitro Tap,10.5%,UPDATE
2026-01-13 22:58:20,Nitro Tap,10.4%,UPDATE
2026-01-13 22:58:51,Nitro Tap,10.3%,UPDATE
2026-01-13 22:59:55,Nitro Tap,10.2%,UPDATE
2026-01-13 23:01:53,Nitro Tap,10.1%,UPDATE
2026-01-13 23:03:19,Nitro Tap,10.52 pts,POUR
2026-01-13 23:03:30,Nitro Tap,10.2%,UPDATE
2026-01-13 23:03:37,Nitro Tap,10.3%,UPDATE
2026-01-13 23:04:23,Nitro Tap,10.2%,UPDATE
2026-01-13 23:05:14,Wisco Tap,53.9%,UPDATE
2026-01-13 23:07:20,Nitro Tap,10.3%,UPDATE
2026-01-13 23:07:51,Nitro Tap,10.4%,UPDATE
2026-01-13 23:08:52,Nitro Tap,10.5%,UPDATE
2026-01-13 23:12:07,Wisco Tap,54.0%,UPDATE
2026-01-13 23:13:21,Nitro Tap,10.6%,UPDATE
2026-01-13 23:15:03,Law Tap,29.7%,UPDATE
2026-01-13 23:17:53,Nitro Tap,10.7%,UPDATE
2026-01-13 23:22:17,Wisco Tap,54.1%,UPDATE
2026-01-13 23:23:20,Nitro Tap,10.8%,UPDATE
2026-01-13 23:26:56,Nitro Tap,10.9%,UPDATE
2026-01-13 23:31:22,Nitro Tap,11.0%,UPDATE
2026-01-13 23:34:03,Nitro Tap,11.1%,UPDATE
2026-01-13 23:37:10,Wisco Tap,54.0%,UPDATE
2026-01-13 23:37:58,Nitro Tap,11.2%,UPDATE
2026-01-13 23:42:26,Nitro Tap,11.3%,UPDATE
2026-01-13 23:43:44,Wisco Tap,54.1%,UPDATE
2026-01-13 23:46:23,Nitro Tap,11.4%,UPDATE
2026-01-13 23:51:20,Nitro Tap,11.5%,UPDATE
2026-01-13 23:56:44,Law Tap,29.6%,UPDATE
2026-01-13 23:56:56,Nitro Tap,11.6%,UPDATE
2026-01-14 00:00:54,Nitro Tap,11.7%,UPDATE
2026-01-14 00:04:01,Wisco Tap,54.2%,UPDATE
2026-01-14 00:06:41,Nitro Tap,11.8%,UPDATE
2026-01-14 00:08:50,Nitro Tap,11.7%,UPDATE
2026-01-14 00:09:05,Nitro Tap,11.6%,UPDATE
2026-01-14 00:09:16,Nitro Tap,11.5%,UPDATE
2026-01-14 00:09:40,Nitro Tap,11.4%,UPDATE
2026-01-14 00:10:25,Nitro Tap,11.3%,UPDATE
2026-01-14 00:10:55,Nitro Tap,11.2%,UPDATE
2026-01-14 00:11:21,Nitro Tap,11.1%,UPDATE
2026-01-14 00:12:01,Nitro Tap,11.0%,UPDATE
2026-01-14 00:13:38,Nitro Tap,10.9%,UPDATE
2026-01-14 00:15:46,Nitro Tap,10.8%,UPDATE
2026-01-14 00:16:49,Wisco Tap,54.3%,UPDATE
2026-01-14 00:17:08,Wisco Tap,54.4%,UPDATE
2026-01-14 00:17:20,Wisco Tap,54.5%,UPDATE
2026-01-14 00:17:39,Wisco Tap,54.6%,UPDATE
2026-01-14 00:18:06,Wisco Tap,54.7%,UPDATE
2026-01-14 00:18:28,Nitro Tap,10.7%,UPDATE
2026-01-14 00:18:41,Wisco Tap,54.8%,UPDATE
2026-01-14 00:19:03,Law Tap,29.7%,UPDATE
2026-01-14 00:19:17,Wisco Tap,54.9%,UPDATE
2026-01-14 00:19:29,Nitro Tap,10.6%,UPDATE
2026-01-14 00:20:04,Nitro Tap,10.5%,UPDATE
2026-01-14 00:20:13,Nitro Tap,10.4%,UPDATE
2026-01-14 00:20:27,Wisco Tap,55.0%,UPDATE
2026-01-14 00:20:42,Law Tap,29.8%,UPDATE
2026-01-14 00:21:01,Nitro Tap,10.3%,UPDATE
2026-01-14 00:21:54,Wisco Tap,55.1%,UPDATE
2026-01-14 00:22:15,Nitro Tap,10.2%,UPDATE
2026-01-14 00:22:39,Law Tap,29.9%,UPDATE
2026-01-14 00:23:55,Nitro Tap,10.11 pts,POUR
2026-01-14 00:24:20,Wisco Tap,55.2%,UPDATE
2026-01-14 00:25:09,Wisco Tap,55.3%,UPDATE
2026-01-14 00:29:40,Law Tap,30.0%,UPDATE
2026-01-14 00:30:31,Nitro Tap,10.1%,UPDATE
2026-01-14 00:32:29,Wisco Tap,55.4%,UPDATE
2026-01-14 00:36:00,Nitro Tap,10.2%,UPDATE
2026-01-14 00:36:06,Nitro Tap,10.3%,UPDATE
2026-01-14 00:36:24,Nitro Tap,10.4%,UPDATE
2026-01-14 00:36:41,Nitro Tap,10.3%,UPDATE
2026-01-14 00:36:51,Nitro Tap,10.2%,UPDATE
2026-01-14 00:40:42,Nitro Tap,10.3%,UPDATE
2026-01-14 00:43:17,Nitro Tap,10.4%,UPDATE
2026-01-14 00:46:28,Nitro Tap,10.5%,UPDATE
2026-01-14 00:47:18,Nitro Tap,10.6%,UPDATE
2026-01-14 00:51:18,Nitro Tap,10.7%,UPDATE
2026-01-14 00:55:18,Nitro Tap,10.8%,UPDATE
2026-01-14 00:57:19,Nitro Tap,10.9%,UPDATE
2026-01-14 01:01:14,Nitro Tap,11.0%,UPDATE
2026-01-14 01:05:32,Nitro Tap,11.1%,UPDATE
2026-01-14 01:06:49,Nitro Tap,11.2%,UPDATE
2026-01-14 01:12:04,Nitro Tap,11.3%,UPDATE
2026-01-14 01:14:43,Nitro Tap,11.4%,UPDATE
2026-01-14 01:18:21,Nitro Tap,11.5%,UPDATE
2026-01-14 01:22:41,Nitro Tap,11.6%,UPDATE
2026-01-14 01:27:40,Nitro Tap,11.7%,UPDATE
2026-01-14 01:31:42,Nitro Tap,11.8%,UPDATE
2026-01-14 01:35:22,Nitro Tap,11.9%,UPDATE
2026-01-14 01:37:30,Law Tap,30.1%,UPDATE
2026-01-14 01:41:18,Wisco Tap,55.3%,UPDATE
2026-01-14 01:44:17,Nitro Tap,12.0%,UPDATE
2026-01-14 01:51:49,Nitro Tap,11.9%,UPDATE
2026-01-14 01:51:53,Nitro Tap,11.8%,UPDATE
2026-01-14 01:51:58,Nitro Tap,11.7%,UPDATE
2026-01-14 01:52:08,Nitro Tap,11.6%,UPDATE
2026-01-14 01:52:21,Nitro Tap,11.5%,UPDATE
2026-01-14 01:52:29,Nitro Tap,11.4%,UPDATE
2026-01-14 01:52:51,Nitro Tap,11.3%,UPDATE
2026-01-14 01:53:43,Nitro Tap,11.2%,UPDATE
2026-01-14 01:54:37,Nitro Tap,11.1%,UPDATE
